Date,Age,Gender,Profession,Methodology,Reason,Time,District,Source
2014-01-07,40,Female,Housewife,Hanging,Not known,Morning,Dhaka,http://www.thedailystar.net/asps-wife-commits-suicide-in-gazipur-5900
2014-01-07,22,Male,Patient,Jumping off building,Personal problem,05:00:00,Dhaka,http://www.thedailystar.net/youth-kills-himself-at-dmch-5902
2014-01-18,26,Male,Private company official,Hanging,Not known,Not given,Dhaka,http://www.thedailystar.net/man-commits-suicide-in-madrasa-room-in-capital-7419
2014-01-18,35,Male,Not given,slitting throat,Family feud,Night,Moulvibazar,http://www.thedailystar.net/newly-wed-man-takes-own-life-youth-murdered-before-wedlock-7712
2014-01-25,42,Male,Banker,Jumping off building,Financial problem,Afternoon,Chittagong,http://www.thedailystar.net/news-in-brief-8480
2014-01-25,45,Male,member of VDP,Hanging,Family feud,Night,Dhaka,http://www.thedailystar.net/news-in-brief-8654
2014-01-30,36,Male,Not given,Hanging,Family feud,Morning,Comilla,http://www.thedailystar.net/snippets-9324
2014-02-03,35,Male,accused of Robbery,strangulating,being arrested for alleged involvement with a robbery,Night,Narsingdi,http://www.thedailystar.net/robbery-accused-commits-suicide-9801
2014-02-05,23,Female,Day labourer,Hanging,Family feud ; Financial problems,Night,Dhaka,http://www.thedailystar.net/news-in-brief-10165
2014-02-04,25,Female,Housewife,Hanging,Quarrel with spouse,Not given,Bogra,http://www.thedailystar.net/snippets-10109
2014-02-14,11,Female,Student,Hanging,Not known,Not known,Dinajpur,http://www.thedailystar.net/news-in-brief-11385
2014-02-15,28,Female,Not given,Jumping off building,Quarrel with spouse,Morning,Chittagong,http://www.thedailystar.net/news-in-brief-11534
2014-02-14,22,Female,Divorced housewife,Hanging,Sexually abused,Night,Jhenaidah,http://www.thedailystar.net/she-chooses-to-embrace-death-11657
2014-02-18,20,Male,Student,Poison,Family feud,11:00:00,Rajshahi,http://www.thedailystar.net/snippets-12352
2014-02-18,20,Male,Not given,Poison,Family feud,11:00:00,Rajshahi,http://www.thedailystar.net/snippets-12352
2014-02-19,23,Female,Air-hostess; Student,Hanging,Not given,Not given,Dhaka,http://www.thedailystar.net/air-hostess-commits-suicide-in-capital-12321
2014-02-22,19,Female,Housewife,Hanging,Personal problem,Not given,Chittagong,http://www.thedailystar.net/two-women-commit-suicide-in-ctg-12724
2014-02-23,22,Female,Student,Hanging,Not known,Not given,Chittagong,http://www.thedailystar.net/two-women-commit-suicide-in-ctg-12724
2014-02-26,30,Female,Housewife,Jumped under running train,Family feud/mental patient,12:30:00,Bogra,http://www.thedailystar.net/snippets-13372
2014-03-03,25,Male,Labourer,Hanging,Not known,12:00:00,Moulvibazar,http://www.thedailystar.net/snippets-13941
2014-03-03,16,Female,Student,Hanging,Family feud,Night,Pabna,http://www.thedailystar.net/snippets-14089
2014-03-07,35,Female,Assistant schoolteacher,Not mentioned,Family feud,Night,Rangpur,http://www.thedailystar.net/snap-and-snippets-14680
2014-03-10,20,Female,Housewife,Hanging,Family feud,Morning,Satkhira,http://www.thedailystar.net/snippets-15135
2014-03-12,27,Male,Doctor,Poison,Family feud,Noon,Sylhet,http://www.thedailystar.net/two-siblings-kill-themselves-after-friends-suicide-15384
2014-03-14,28,Male,Not mentioned,Hanging,Family Feud,21:00:00,Mymensingh,http://www.thedailystar.net/snippets-15703
2014-03-16,65,Female,Elderly,Hanging,Financial problem,Morning,Jamalpur,http://www.thedailystar.net/snippets-15870
2014-03-16,17,Female,Not mentioned,Hanging,Sexually abused,Night,Habiganj,http://www.thedailystar.net/agonised-girl-commits-suicide-16077
2014-03-20,22,Male,Not mentioned,Hanging,Not known,Morning,Moulvibazar,http://www.thedailystar.net/snippets-16537
2014-03-19,15,Female,Student,Hanging,Family feud,Night,Chuadanga,http://www.thedailystar.net/schoolgirl-kills-herself-16536
2014-03-24,24,Female,Housewife,Hanging,Mental illness,Night,Dhaka,http://www.thedailystar.net/news-in-brief-17174
2014-03-23,58,Male,School teacher,Hanging,Not known,21:00:00,Bhola,http://www.thedailystar.net/snippets-17438
2014-03-31,13,Female,Student,Hanging,Not known,Not mentioned,Kurigram,http://www.thedailystar.net/newsarchive/snippets-18341
2014-04-01,17,Female,Babysitter,Hanging,Eve-teasing,22:00:00,Dhaka,http://www.thedailystar.net/newsarchive/stalked-she-takes-her-life-18492
2014-04-03,14,Female,Not mentioned,Hanging,Not known,Not mentioned,Dinajpur,http://www.thedailystar.net/newsarchive/snippets-18699
2014-04-03,25,Male,Not mentioned,Hanging,Not known,Not mentioned,Dinajpur,http://www.thedailystar.net/newsarchive/snippets-18699
2014-04-03,35,Female,Mother,Hanging,Mental illness,Night,Mymensingh,http://www.thedailystar.net/newsarchive/woman-kills-child-herself-18764
2014-04-02,51,Male,Farmer,Hanging,Quarrel with spouse,Evening,Chuadanga,http://www.thedailystar.net/newsarchive/snippets-18891
2014-04-09,22,Male,Not mentioned,Hanging,Family feud,Morning,Brahmanbaria,http://www.thedailystar.net/newsarchive/snippets-19546
2014-04-09,21,Male,Not mentioned,Hanging,Family feud,Afternoon,Chuadanga,http://www.thedailystar.net/newsarchive/snippets-19679
2014-04-15,15,Female,Student,Hanging,Eve-teasing,Evening,Dhaka,http://www.thedailystar.net/newsarchive/stalked-by-jubo-league-man-girl-kills-herself-20244
2014-04-16,52,Male,Not mentioned,Hanging,Family feud,Night,Thakurgaon,http://www.thedailystar.net/newsarchive/snippets-20560
2014-04-18,19,Male,Student,Hanging,Personal problem,Night,Jessore,http://www.thedailystar.net/newsarchive/snippets-20749
2014-04-18,20,Male,Not mentioned,Hanging,Family feud,Night,Jessore,http://www.thedailystar.net/newsarchive/snippets-20749
2014-04-22,35,Female,Housewife,Hanging,Quarrel with spouse,Not mentioned,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-21232
2014-04-21,23,Female,Housewife,Poison,Family feud,Night,Jessore,http://www.thedailystar.net/newsarchive/snippets-21204
2014-04-25,27,Male,CNG-run auto rickshaw driver,Hanging,Not mentioned,Night,Chittagong,http://www.thedailystar.net/newsarchive/newsi-n-brief-21654
2014-04-26,14,Female,Student,Hanging,Not known,Night,Bogra,http://www.thedailystar.net/newsarchive/schoolgirl-takes-own-life-21954
2014-05-01,20,Male,AL leader,Hanging,-,Afternoon,Sylhet,http://www.thedailystar.net/newsarchive/news-in-brief-22511
2014-05-03,57,Male,Journalist,Hanging,Family feud,00:30:00,Patuakhali,http://www.thedailystar.net/newsarchive/amar-desh-barisal-bureau-chief-commits-suicide-22602
2014-05-04,26,Male,Student,Jumping off,Mental disorder,18:00:00,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-22777
2014-05-08,35,Male,Destiny official,Hanging,Mental stress,-,Habiganj,http://www.thedailystar.net/newsarchive/snippets-23385
2014-05-18,14,Female,housemaid,Hanging,-,09:15:00,Dhaka,http://www.thedailystar.net/newsarchive/mysterious-death-of-domestic-help-24746
2014-05-19,38,Male,Tea worker,Hanging,-,Morning,Moulvibazar,http://www.thedailystar.net/newsarchive/snippets-24832
2014-05-21,19,Male,Student,Hanging,Family feud,13:30:00,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-25178
2014-05-24,20,Female,Housewife,Hanging,Family feud,-,Sylhet,http://www.thedailystar.net/newsarchive/woman-commits-suicide-in-sylhet-25701
2014-05-28,42,Male,not given,Hanging,Mental disorder,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-26318
2014-06-01,27,Male,not given,Jumping off,Mental disorder,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-26705
2014-05-31,12,Female,not given,Hanging,Mental disorder,Night,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-26705
2014-06-04,23,Male,Student,Train,Mental disorder,Morning,Bogra,http://www.thedailystar.net/newsarchive/snippets-27068
2014-06-05,16,Female,Student,Hanging,Stalking,23:30:00,Lalmonirhat,http://www.thedailystar.net/newsarchive/stalking-victim-kills-herself-27382
2014-06-10,28,Female,Housewife,Jumping off,Family feud,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-28056
2014-06-10,14,Female,Student,Hanging,-,Night,Jessore,http://www.thedailystar.net/newsarchive/mysterious-death-of-schoolgirl-28151
2014-06-12,18,Female,Student,Jumped in front of train,Personal problem,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-28362
2014-06-13,22,Female,Housewife,Hanging,-,-,Dinajpur,http://www.thedailystar.net/newsarchive/two-women-commit-suicide-28745
2014-06-14,50,Female,Housewife,Poison,-,-,Dinajpur,http://www.thedailystar.net/newsarchive/two-women-commit-suicide-28745
2014-06-15,25,Female,Housewife,Hanging,Quarrel with husband,-,Bhola,http://www.thedailystar.net/newsarchive/snippets-28917
2014-06-18,20,Female,Student,Poison,Personal problem,Night,Rangpur,http://www.thedailystar.net/newsarchive/college-girl-commits-suicide-29404
2014-06-21,21,Female,Housewife,Hanging,Family feud,Morning,Gazipur,http://www.thedailystar.net/newsarchive/news-in-brief-29758
2014-06-20,27,Male,Prisoner,-,-,Night,Faridpur,http://www.thedailystar.net/newsarchive/snippets-29721
2014-06-23,18,Male,Student,Hanging,-,12:00:00,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-30115
2014-06-23,20,Female,Housewife,Hanging,-,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-30115
2014-06-23,35,Male,not given,Hanging,-,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-30115
2014-06-22,14,Female,Student,Hanging,Family feud,Night,Jessore,http://www.thedailystar.net/newsarchive/girl-commits-suicide-30126
2014-06-23,12,Male,Student,Hanging,Family feud,Afternoon,Magura,http://www.thedailystar.net/newsarchive/snippets-30218
2014-06-27,50,Male,Farmer,Poison,Marital problem,Afternoon,Chuadanga,http://www.thedailystar.net/newsarchive/snippets-30888
2014-07-03,40,Female,Housewife,Poison,Family feud,Morning,Rangpur,http://www.thedailystar.net/newsarchive/snippets-31668
2014-07-06,21,Female,Housewife,Hanging,Family feud,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-32198
2014-07-06,38,Male,not given,Hanging,Family feud,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-32198
2014-07-11,35,Female,Housewife,Hanging,-,Morning,Jamalpur,http://www.thedailystar.net/newsarchive/news-in-brief-32978
2014-07-12,48,Male,Goldsmith,Hanging,Personal problem,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-33116
2014-07-18,27,Female,Housewife,Hanging,-,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-33971
2014-07-18,15,Female,Student,Hanging,-,15:00:00,Panchagarh,http://www.thedailystar.net/newsarchive/two-schoolgirls-commit-suicide-34032
2014-07-18,15,Female,Student,Hanging,Bad result,Morning,Panchagarh,http://www.thedailystar.net/newsarchive/two-schoolgirls-commit-suicide-34032
2014-07-18,35,Female,Housewife,Hanging,-,Morning,Pirojpur,http://www.thedailystar.net/newsarchive/two-schoolgirls-commit-suicide-34032
2014-07-24,17,Female,Student,Hanging,Family feud,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-34830
2014-08-03,17,Male,Student,Hanging,Family feud,Morning,Rangpur,http://www.thedailystar.net/news-in-brief-35710
2014-08-04,28,Female,Housewife,Hanging,Marital problem,Evening,Chittagong,http://www.thedailystar.net/woman-commits-suicide-in-chittagong-35972
2014-08-06,30,Female,Housewife,Hanging,Personal problem,02:30:00,Kushtia,http://www.thedailystar.net/rape-victim-kills-herself-36145
2014-08-13,18,Male,Student,Hanging,Personal problem,15:00:00,Dhaka,http://www.thedailystar.net/student-kills-himself-37108
2014-08-13,10,Female,Student,Hanging,-,-,Dhaka,http://www.thedailystar.net/news-in-brief-37103
2014-08-16,18,Female,Housewife,Poison,Marital problem,Night,Jessore,http://www.thedailystar.net/snippets-37538
2014-08-17,14,Female,Student,Poison,Family feud,Morning,Chittagong,http://www.thedailystar.net/news-in-brief-37610
2014-08-20,20,Female,Garment Worker,Hanging,-,Morning,Dhaka,http://www.thedailystar.net/four-killed-in-savar-in-separate-incidents-38060
2014-08-19,19,Female,Housewife,Hanging,-,Morning,Chandpur,http://www.thedailystar.net/snippets-38012
2014-08-22,20,Female,Housewife,Hanging,Marital problem,06:00:00,Dhaka,http://www.thedailystar.net/newly-wed-woman-commits-suicide-38332
2014-08-28,23,Female,Housewife,Hanging,Family feud,-,Chittagong,http://www.thedailystar.net/news-in-brief-39228
2014-08-28,22,Female,Nurse,Hanging,-,-,Dhaka,http://www.thedailystar.net/news-in-brief-39228
2014-08-29,18,Female,Student,Hanging,Personal problem,-,Faridpur,http://www.thedailystar.net/snippets-39208
2014-08-30,35,Male,Not mentioned,Hanging,Personal problem,9:30am,Bogra,http://www.thedailystar.net/snaps-and-snippets-39402
2014-09-01,55,Male,Owner of Afsar Group of Industries,Shooting,Business loss,18:00:00,Dhaka,http://www.thedailystar.net/couple-found-dead-in-a-banani-flat-39771
2014-09-09,24,Female,not given,Hanging,Family feud,11:00:00,Dhaka,http://www.thedailystar.net/three-commit-suicide-in-capital-41028
2014-09-09,32,Female,housewife,Hanging,not given,14:30:00,Dhaka,http://www.thedailystar.net/three-commit-suicide-in-capital-41028
2014-09-09,18,Female,not given,Hanging,not given,Not given,Dhaka,http://www.thedailystar.net/three-commit-suicide-in-capital-41028
2014-09-10,38,Male,Grameen Bank official,Hanging,not given,Not given,Rangpur,http://www.thedailystar.net/snippets-41129
2014-09-11,12,Female,Madrasah student,Hanging,not given,not given,Dhaka,http://www.thedailystar.net/madrasa-girls-body-found-hanging-in-dorm-in-capital-41376
2014-09-14,28,Female,Housewife,Poison,family feud,12:30:00,Thakurgaon,http://www.thedailystar.net/snippets-41683
2014-09-20,18,Female,housemaid,Hanging,not given,not given,Dhaka,http://www.thedailystar.net/news-in-brief-42613
2014-09-21,30,Female,Housewife,Jumped under running train,not given,11:00:00,Kurigram,http://www.thedailystar.net/snaps-and-snippets-42771
2014-09-26,32,Male,Employee of Islamia Eye Hospital,Hanging,Family feud,night,Dhaka,http://www.thedailystar.net/man-commits-suicide-tying-up-wife-43574
2014-09-26,24,Male,not given,Hanging,not given,not given,Panchagarh,http://www.thedailystar.net/news-in-brief-43572
2014-09-30,41,Male,Constable,Poison,not given,18:00:00,Kurigram,http://www.thedailystar.net/constable-commits-suicide-44043
2014-10-12,18,Female,not given,Hanging,Raped,not given,Chittagong,http://www.thedailystar.net/raped-girl-kills-herself-45557
2014-10-14,18,Female,student,Poison,Personal problem,12:30:00,Naogaon,http://www.thedailystar.net/mortified-she-kills-herself-45946
2014-10-16,35,Female,Former child actress,Hanging,Family Feud,possibly evening,Dhaka,http://www.thedailystar.net/former-child-actress-found-dead-46237
2014-10-18,18,Male,salesman at a cloth shop,Hanging,Family feud,not given,Dhaka,http://www.thedailystar.net/youth-commits-suicide-in-capital-46372
2014-10-20,35,Female,Domestic help,Hanging,Family feud,not given,Barisal,http://www.thedailystar.net/news-in-brief-46692
2014-10-20,28,Female,Garment Worker,Hanging,family feud,not given,Chittagong,http://www.thedailystar.net/news-in-brief-46692
2014-10-19,24,Female,Garment Worker,Hanging,Family feud,not given,Chittagong,http://www.thedailystar.net/news-in-brief-46692
2014-10-21,27,Male,not given,Hanging,Frustration,morning,Jhenaidah,http://www.thedailystar.net/youth-kills-himself-after-killing-cousin-46852
2014-10-22,45,Male,Businessman,Hanging,not given,not given,Dhaka,http://www.thedailystar.net/news-in-brief-46947
2014-10-22,32,Male,Garment Worker,Hanging,not given,not given,Dhaka,http://www.thedailystar.net/news-in-brief-46947
2014-10-23,30,Male,Electrical & electronic engineer,Train,Family feud,not given,Chittagong,http://www.thedailystar.net/news-in-brief-47207
2014-10-23,12,Male,not given,Hanging,imitating suicide,noon,Sunamganj,http://www.thedailystar.net/boy-dies-while-imitating-suicide-acting-47151
2014-10-24,22,Female,not given,Hanging,not given,not given,Dhaka,http://www.thedailystar.net/news-in-brief-47288
2014-10-25,15,Female,Madrasah student,Hanging,not given,not given,Jessore,http://www.thedailystar.net/madrasa-girl-commits-suicide-47379
2014-10-26,18,Female,not given,not given,not given,not given,Chittagong,http://www.thedailystar.net/two-women-commit-suicide-in-ctg-47599
2014-10-26,20,Female,not given,not given,not given,not given,Khulna,http://www.thedailystar.net/two-women-commit-suicide-in-ctg-47599
2014-10-27,15,Male,student,Hanging,family feud,not given,Sylhet,http://www.thedailystar.net/news-in-brief-47712
2014-10-29,14,Male,student,Hanging,family feud,not given,Barisal,http://www.thedailystar.net/snippets-48026
2014-11-01,14,Female,student,Bus,not given,not given,Sirajganj,http://www.thedailystar.net/snippets-48430
2014-11-08,26,Female,Housewife,Hanging,not given,not given,Jhalokati,http://www.thedailystar.net/snippets-49437
2014-11-08,28,Male,suspected rapist,poison,Humiliation,not given,Bandarban,http://www.thedailystar.net/snippets-49437
2014-11-12,40,Male,not given,Poison,family feud,not given,Jessore,http://www.thedailystar.net/snippets-50021
2014-11-13,26,Female,student,Hanging,torture,evening,Dhaka,http://www.thedailystar.net/suicide-or-murder-50317
2014-11-17,14,Female,student,Hanging,family feud,not given,Chuadanga,http://www.thedailystar.net/jsc-examinee-commits-suicide-50828
2014-11-22,42,Male,not given,Hanging,not given,morning,Thakurgaon,http://www.thedailystar.net/man-commits-suicide-51610
2014-11-23,24,Male,student,Hanging,family feud,not given,Dhaka,http://www.thedailystar.net/news-in-brief-51817
2014-11-24,17,Female,not given,Hanging,not given,not given,Chittagong,http://www.thedailystar.net/news-in-brief-51938
2014-11-30,19,Female,not given,Hanging,family feud,not given,Chittagong,http://www.thedailystar.net/news-in-brief-52850
